Ano,Grupo,Quadrilha,Etapa,Quesito,NotaQuesitoEtapa
2025,GRUPO ESPECIAL,PINGA EM MIM,2ª ETAPA,ANIMAÇÃO,29.700000000000003
2025,GRUPO ESPECIAL,EITA BAGACEIRA,2ª ETAPA,ANIMAÇÃO,29.9
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,ANIMAÇÃO,29.7
2025,GRUPO ESPECIAL,COISAS DA ROÇA,2ª ETAPA,ANIMAÇÃO,29.8
2025,GRUPO ESPECIAL,ESPALHA BRASA,2ª ETAPA,ANIMAÇÃO,29.700000000000003
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,2ª ETAPA,ANIMAÇÃO,29.8
2025,GRUPO ESPECIAL,RIBULIÇO,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,PINGA EM MIM,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,EITA BAGACEIRA,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,RASGA O FOLE,2ª ETAPA,FIGURINO,29.999999999999996
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,2ª ETAPA,FIGURINO,29.9
2025,GRUPO ESPECIAL,AMOR JUNINO,2ª ETAPA,FIGURINO,30.0
2025,GRUPO ESPECIAL,XAMEGAR,2ª ETAPA,FIGURINO,29.999999999999996
2025,GRUPO ESPECIAL,MALA VÉIA,2ª ETAPA,FIGURINO,29.9
2025,GRUPO ESPECIAL,ESPALHA BRASA,2ª ETAPA,FIGURINO,29.9
2025,GRUPO ESPECIAL,COISAS DA ROÇA,2ª ETAPA,FIGURINO,29.9
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,FIGURINO,29.9
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,2ª ETAPA,FIGURINO,29.900000000000002
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,2ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,2ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,2ª ETAPA,CASAL DE NOIVOS,29.9
2025,GRUPO ESPECIAL,XAMEGAR,2ª ETAPA,CASAL DE NOIVOS,29.9
2025,GRUPO ESPECIAL,RASGA O FOLE,2ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,PINGA EM MIM,2ª ETAPA,CASAL DE NOIVOS,29.9
2025,GRUPO ESPECIAL,RIBULIÇO,2ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2025,GRUPO ESPECIAL,AMOR JUNINO,2ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,MALA VÉIA,2ª ETAPA,CASAL DE NOIVOS,29.799999999999997
2025,GRUPO ESPECIAL,ESPALHA BRASA,2ª ETAPA,CASAL DE NOIVOS,29.899999999999995
2025,GRUPO ESPECIAL,EITA BAGACEIRA,2ª ETAPA,CASAL DE NOIVOS,29.8
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,2ª ETAPA,CASAL DE NOIVOS,29.7
2025,GRUPO ESPECIAL,COISAS DA ROÇA,2ª ETAPA,CASAL DE NOIVOS,29.8
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,2ª ETAPA,CASAL DE NOIVOS,29.499999999999996
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,CASAL DE NOIVOS,29.600000000000005
2025,GRUPO ESPECIAL,AMOR JUNINO,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,RASGA O FOLE,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,RIBULIÇO,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,XAMEGAR,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,2ª ETAPA,TRILHA,29.900000000000002
2025,GRUPO ESPECIAL,ESPALHA BRASA,2ª ETAPA,TRILHA,29.900000000000002
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,TRILHA,29.799999999999994
2025,GRUPO ESPECIAL,MALA VÉIA,2ª ETAPA,TRILHA,29.9
2025,GRUPO ESPECIAL,PINGA EM MIM,2ª ETAPA,TRILHA,29.7
2025,GRUPO ESPECIAL,COISAS DA ROÇA,2ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,EITA BAGACEIRA,2ª ETAPA,TRILHA,29.799999999999997
2025,GRUPO ESPECIAL,RASGA O FOLE,2ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,2ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,RIBULIÇO,2ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,2ª ETAPA,TEMÁTICA,29.9
2025,GRUPO ESPECIAL,ARROXA O NÓ,2ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,PINGA EM MIM,2ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,2ª ETAPA,TEMÁTICA,29.700000000000003
2025,GRUPO ESPECIAL,AMOR JUNINO,2ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,XAMEGAR,2ª ETAPA,TEMÁTICA,29.799999999999994
2025,GRUPO ESPECIAL,EITA BAGACEIRA,2ª ETAPA,TEMÁTICA,29.9
2025,GRUPO ESPECIAL,MALA VÉIA,2ª ETAPA,TEMÁTICA,29.7
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,TEMÁTICA,29.799999999999997
2025,GRUPO ESPECIAL,ESPALHA BRASA,2ª ETAPA,TEMÁTICA,29.7
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,2ª ETAPA,TEMÁTICA,29.700000000000003
2025,GRUPO ESPECIAL,COISAS DA ROÇA,2ª ETAPA,TEMÁTICA,29.900000000000002
2022,GRUPO DE ACESSO,ELITE DO CERRADO,3ª ETAPA,COREOGRAFIA,29.799999999999997
2022,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,COREOGRAFIA,29.599999999999998
2022,GRUPO DE ACESSO,EITA BAGACEIRA,3ª ETAPA,COREOGRAFIA,29.300000000000004
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,3ª ETAPA,COREOGRAFIA,28.39999999999999
2022,GRUPO DE ACESSO,PINGA EM MIM,3ª ETAPA,COREOGRAFIA,29.400000000000006
2022,GRUPO DE ACESSO,COISAS DA ROÇA,3ª ETAPA,COREOGRAFIA,29.2
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,COREOGRAFIA,29.200000000000003
2022,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,COREOGRAFIA,28.5
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,COREOGRAFIA,27.700000000000003
2022,GRUPO DE ACESSO,SACA ROLHA,3ª ETAPA,COREOGRAFIA,28.1
2022,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,COREOGRAFIA,27.000000000000004
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,3ª ETAPA,COREOGRAFIA,26.299999999999997
2022,GRUPO DE ACESSO,TRISCOU QUEIMOU,3ª ETAPA,COREOGRAFIA,26.8
2022,GRUPO DE ACESSO,ELITE DO CERRADO,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO DE ACESSO,COISAS DA ROÇA,3ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO DE ACESSO,EITA BAGACEIRA,3ª ETAPA,MARCAÇÃO,29.699999999999996
2022,GRUPO DE ACESSO,PINGA EM MIM,3ª ETAPA,MARCAÇÃO,29.799999999999997
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,3ª ETAPA,MARCAÇÃO,28.499999999999993
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,MARCAÇÃO,28.800000000000004
2022,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,MARCAÇÃO,29.7
2022,GRUPO DE ACESSO,SACA ROLHA,3ª ETAPA,MARCAÇÃO,29.500000000000007
2022,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,MARCAÇÃO,29.0
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,MARCAÇÃO,29.799999999999997
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,3ª ETAPA,MARCAÇÃO,27.5
2022,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,MARCAÇÃO,26.6
2022,GRUPO DE ACESSO,TRISCOU QUEIMOU,3ª ETAPA,MARCAÇÃO,28.999999999999993
2022,GRUPO DE ACESSO,ELITE DO CERRADO,3ª ETAPA,ANIMAÇÃO,29.8
2022,GRUPO DE ACESSO,EITA BAGACEIRA,3ª ETAPA,ANIMAÇÃO,29.500000000000004
2022,GRUPO DE ACESSO,PINGA EM MIM,3ª ETAPA,ANIMAÇÃO,29.700000000000006
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,3ª ETAPA,ANIMAÇÃO,29.1
2022,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,ANIMAÇÃO,29.8
2022,GRUPO DE ACESSO,COISAS DA ROÇA,3ª ETAPA,ANIMAÇÃO,29.400000000000002
2022,GRUPO DE ACESSO,SACA ROLHA,3ª ETAPA,ANIMAÇÃO,29.099999999999994
2022,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,ANIMAÇÃO,28.4
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,28.9
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,28.2
2022,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,ANIMAÇÃO,27.900000000000002
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,3ª ETAPA,ANIMAÇÃO,27.099999999999994
2022,GRUPO DE ACESSO,TRISCOU QUEIMOU,3ª ETAPA,ANIMAÇÃO,27.600000000000005
2022,GRUPO DE ACESSO,ELITE DO CERRADO,3ª ETAPA,FIGURINO,30.0
2022,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,FIGURINO,30.0
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,FIGURINO,30.0
2022,GRUPO DE ACESSO,PINGA EM MIM,3ª ETAPA,FIGURINO,29.8
2022,GRUPO DE ACESSO,COISAS DA ROÇA,3ª ETAPA,FIGURINO,30.0
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,3ª ETAPA,FIGURINO,29.899999999999995
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,FIGURINO,29.799999999999997
2022,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,FIGURINO,29.7
2022,GRUPO DE ACESSO,SACA ROLHA,3ª ETAPA,FIGURINO,29.200000000000003
2022,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,FIGURINO,28.300000000000008
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,3ª ETAPA,FIGURINO,28.199999999999996
2022,GRUPO DE ACESSO,TRISCOU QUEIMOU,3ª ETAPA,FIGURINO,29.800000000000004
2022,GRUPO DE ACESSO,ELITE DO CERRADO,3ª ETAPA,CASAL DE NOIVOS,29.999999999999996
2022,GRUPO DE ACESSO,EITA BAGACEIRA,3ª ETAPA,CASAL DE NOIVOS,29.9
2022,GRUPO DE ACESSO,PINGA EM MIM,3ª ETAPA,CASAL DE NOIVOS,29.599999999999994
2022,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,CASAL DE NOIVOS,29.799999999999997
2022,GRUPO DE ACESSO,COISAS DA ROÇA,3ª ETAPA,CASAL DE NOIVOS,29.700000000000003
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,3ª ETAPA,CASAL DE NOIVOS,29.000000000000007
2022,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,CASAL DE NOIVOS,30.0
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,29.599999999999994
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,28.699999999999996
2022,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,CASAL DE NOIVOS,28.200000000000006
2022,GRUPO DE ACESSO,SACA ROLHA,3ª ETAPA,CASAL DE NOIVOS,29.099999999999994
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,3ª ETAPA,CASAL DE NOIVOS,27.6
2022,GRUPO DE ACESSO,TRISCOU QUEIMOU,3ª ETAPA,CASAL DE NOIVOS,28.200000000000003
2022,GRUPO DE ACESSO,ELITE DO CERRADO,3ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,EITA BAGACEIRA,3ª ETAPA,TRILHA,29.900000000000002
2022,GRUPO DE ACESSO,COISAS DA ROÇA,3ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,PINGA EM MIM,3ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,TRILHA,30.000000000000004
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,3ª ETAPA,TRILHA,28.800000000000004
2022,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,TRILHA,29.6
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,TRILHA,29.8
2022,GRUPO DE ACESSO,SACA ROLHA,3ª ETAPA,TRILHA,29.8
2022,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,TRILHA,28.300000000000004
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,3ª ETAPA,TRILHA,28.799999999999997
2022,GRUPO DE ACESSO,TRISCOU QUEIMOU,3ª ETAPA,TRILHA,29.1
2023,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,COREOGRAFIA,49.3
2023,GRUPO DE ACESSO,CAIPIRADA,3ª ETAPA,COREOGRAFIA,49.0
2023,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,COREOGRAFIA,48.8
2023,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,COREOGRAFIA,49.3
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,COREOGRAFIA,48.2
2023,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,MARCAÇÃO,50.0
2023,GRUPO DE ACESSO,CAIPIRADA,3ª ETAPA,MARCAÇÃO,49.4
2023,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,MARCAÇÃO,49.9
2023,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,MARCAÇÃO,49.7
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,MARCAÇÃO,49.3
2023,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,ANIMAÇÃO,49.7
2023,GRUPO DE ACESSO,CAIPIRADA,3ª ETAPA,ANIMAÇÃO,49.4
2023,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,ANIMAÇÃO,49.5
2023,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,ANIMAÇÃO,49.4
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,ANIMAÇÃO,48.6
2023,GRUPO DE ACESSO,CAIPIRADA,3ª ETAPA,FIGURINO,50.0
2023,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,FIGURINO,49.7
2023,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,FIGURINO,49.7
2023,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,FIGURINO,49.7
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,FIGURINO,49.0
2023,GRUPO DE ACESSO,MALA VÉIA,3ª ETAPA,CASAL DE NOIVOS,49.9
2023,GRUPO DE ACESSO,CAIPIRADA,3ª ETAPA,CASAL DE NOIVOS,49.7
2023,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,CASAL DE NOIVOS,49.1
2023,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,CASAL DE NOIVOS,49.4
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,CASAL DE NOIVOS,48.6
2023,GRUPO DE ACESSO,CAIPIRADA,3ª ETAPA,TRILHA,49.9
2023,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,TRILHA,50.0
2023,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,TRILHA,49.9
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,TRILHA,49.5
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,COREOGRAFIA,49.1
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,3ª ETAPA,COREOGRAFIA,49.699999999999996
2024,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,COREOGRAFIA,48.8
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,COREOGRAFIA,48.2
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,COREOGRAFIA,47.8
2024,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,COREOGRAFIA,48.4
2024,GRUPO DE ACESSO,BAMBOLEÁ,3ª ETAPA,COREOGRAFIA,48.60000000000001
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,MARCAÇÃO,49.2
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,3ª ETAPA,MARCAÇÃO,49.7
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,MARCAÇÃO,48.5
2024,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,MARCAÇÃO,49.0
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,MARCAÇÃO,49.2
2024,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,MARCAÇÃO,48.5
2024,GRUPO DE ACESSO,BAMBOLEÁ,3ª ETAPA,MARCAÇÃO,49.1
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,ANIMAÇÃO,50.0
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,3ª ETAPA,ANIMAÇÃO,49.8
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,49.0
2024,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,ANIMAÇÃO,49.2
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,48.099999999999994
2024,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,ANIMAÇÃO,48.4
2024,GRUPO DE ACESSO,BAMBOLEÁ,3ª ETAPA,ANIMAÇÃO,49.099999999999994
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,FIGURINO,50.0
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,FIGURINO,49.6
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,3ª ETAPA,FIGURINO,50.0
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,FIGURINO,48.5
2024,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,FIGURINO,49.8
2024,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,FIGURINO,49.7
2024,GRUPO DE ACESSO,BAMBOLEÁ,3ª ETAPA,FIGURINO,49.3
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,49.5
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,CASAL DE NOIVOS,48.5
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,3ª ETAPA,CASAL DE NOIVOS,49.699999999999996
2024,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,CASAL DE NOIVOS,49.0
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,47.8
2024,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,CASAL DE NOIVOS,48.1
2024,GRUPO DE ACESSO,BAMBOLEÁ,3ª ETAPA,CASAL DE NOIVOS,49.0
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,3ª ETAPA,TRILHA,50.0
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,3ª ETAPA,TRILHA,50.0
2024,GRUPO DE ACESSO,ESPALHA BRASA,3ª ETAPA,TRILHA,50.0
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,TRILHA,48.7
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,TRILHA,48.900000000000006
2024,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,TRILHA,48.6
2024,GRUPO DE ACESSO,BAMBOLEÁ,3ª ETAPA,TRILHA,49.0
2025,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,COREOGRAFIA,29.299999999999997
2025,GRUPO DE ACESSO,JUNINA MATULÃO,3ª ETAPA,COREOGRAFIA,29.599999999999998
2025,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,COREOGRAFIA,29.799999999999994
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,COREOGRAFIA,28.900000000000006
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,COREOGRAFIA,29.300000000000004
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,3ª ETAPA,COREOGRAFIA,29.1
2025,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,COREOGRAFIA,29.099999999999994
2025,GRUPO DE ACESSO,SOL DE MARIA,3ª ETAPA,COREOGRAFIA,28.5
2025,GRUPO DE ACESSO,TENGO LENGO,3ª ETAPA,COREOGRAFIA,28.599999999999994
2025,GRUPO DE ACESSO,FURACÃO,3ª ETAPA,COREOGRAFIA,28.5
2025,GRUPO DE ACESSO,JUNINA MATULÃO,3ª ETAPA,MARCAÇÃO,30.0
2025,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,MARCAÇÃO,29.9
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,MARCAÇÃO,29.8
2025,GRUPO DE ACESSO,MATULÃO,3ª ETAPA,MARCAÇÃO,29.500000000000007
2025,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,MARCAÇÃO,29.4
2025,GRUPO DE ACESSO,SOL DE MARIA,3ª ETAPA,MARCAÇÃO,29.300000000000004
2025,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,MARCAÇÃO,29.400000000000006
2025,GRUPO DE ACESSO,TENGO LENGO,3ª ETAPA,MARCAÇÃO,29.200000000000003
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,3ª ETAPA,MARCAÇÃO,29.0
2025,GRUPO DE ACESSO,FURACÃO,3ª ETAPA,MARCAÇÃO,28.899999999999995
2025,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,ANIMAÇÃO,29.900000000000002
2025,GRUPO DE ACESSO,JUNINA MATULÃO,3ª ETAPA,ANIMAÇÃO,30.0
2025,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,ANIMAÇÃO,30.0
2025,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,ANIMAÇÃO,29.799999999999994
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,3ª ETAPA,ANIMAÇÃO,29.300000000000004
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,29.499999999999993
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,ANIMAÇÃO,29.299999999999997
2025,GRUPO DE ACESSO,SOL DE MARIA,3ª ETAPA,ANIMAÇÃO,29.0
2025,GRUPO DE ACESSO,TENGO LENGO,3ª ETAPA,ANIMAÇÃO,28.999999999999993
2025,GRUPO DE ACESSO,FURACÃO,3ª ETAPA,ANIMAÇÃO,28.9
2025,GRUPO DE ACESSO,JUNINA MATULÃO,3ª ETAPA,FIGURINO,30.0
2025,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,FIGURINO,30.0
2025,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,FIGURINO,29.599999999999998
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,FIGURINO,29.8
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,FIGURINO,29.599999999999998
2025,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,FIGURINO,29.499999999999996
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,3ª ETAPA,FIGURINO,29.500000000000004
2025,GRUPO DE ACESSO,SOL DE MARIA,3ª ETAPA,FIGURINO,29.20000000000001
2025,GRUPO DE ACESSO,TENGO LENGO,3ª ETAPA,FIGURINO,29.20000000000001
2025,GRUPO DE ACESSO,FURACÃO,3ª ETAPA,FIGURINO,28.599999999999994
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,29.900000000000002
2025,GRUPO DE ACESSO,JUNINA MATULÃO,3ª ETAPA,CASAL DE NOIVOS,29.9
2025,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,CASAL DE NOIVOS,29.599999999999998
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,3ª ETAPA,CASAL DE NOIVOS,29.699999999999996
2025,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,CASAL DE NOIVOS,29.9
2025,GRUPO DE ACESSO,FORNALHA,3ª ETAPA,CASAL DE NOIVOS,29.599999999999994
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,CASAL DE NOIVOS,29.1
2025,GRUPO DE ACESSO,TENGO LENGO,3ª ETAPA,CASAL DE NOIVOS,29.199999999999996
2025,GRUPO DE ACESSO,SOL DE MARIA,3ª ETAPA,CASAL DE NOIVOS,29.0
2025,GRUPO DE ACESSO,FURACÃO,3ª ETAPA,CASAL DE NOIVOS,28.6
2025,GRUPO DE ACESSO,JUNINA MATULÃO,3ª ETAPA,TRILHA,30.0
2025,GRUPO DE ACESSO,XIQUE XIQUE,3ª ETAPA,TRILHA,30.0
2025,GRUPO DE ACESSO,CHINELO DE COURO,3ª ETAPA,TRILHA,29.799999999999997
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,3ª ETAPA,TRILHA,29.899999999999995
