Ano,Grupo,Quadrilha,Etapa,Quesito,NotaQuesitoEtapa
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,FIGURINO,29.4
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,FIGURINO,29.4
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,CASAL DE NOIVOS,29.999999999999996
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,CASAL DE NOIVOS,29.9
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,CASAL DE NOIVOS,29.599999999999998
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,CASAL DE NOIVOS,29.499999999999996
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,CASAL DE NOIVOS,29.5
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,CASAL DE NOIVOS,29.7
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,CASAL DE NOIVOS,29.6
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,CASAL DE NOIVOS,29.6
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,CASAL DE NOIVOS,29.599999999999998
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,CASAL DE NOIVOS,29.400000000000002
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,CASAL DE NOIVOS,29.7
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,CASAL DE NOIVOS,29.299999999999997
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,TRILHA,30.0
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,TRILHA,29.799999999999997
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,TRILHA,29.7
2025,GRUPO ESPECIAL,RASGA O FOLE,1ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,FORMIGA DA ROÇA,1ª ETAPA,TEMÁTICA,30.0
2025,GRUPO ESPECIAL,RIBULIÇO,1ª ETAPA,TEMÁTICA,29.8
2025,GRUPO ESPECIAL,VAI MAS NÃO VAI,1ª ETAPA,TEMÁTICA,29.900000000000002
2025,GRUPO ESPECIAL,ARROXA O NÓ,1ª ETAPA,TEMÁTICA,29.7
2025,GRUPO ESPECIAL,PINGA EM MIM,1ª ETAPA,TEMÁTICA,29.8
2025,GRUPO ESPECIAL,CAIPIRADA,1ª ETAPA,TEMÁTICA,29.8
2025,GRUPO ESPECIAL,AMOR JUNINO,1ª ETAPA,TEMÁTICA,29.599999999999998
2025,GRUPO ESPECIAL,XAMEGAR,1ª ETAPA,TEMÁTICA,29.7
2025,GRUPO ESPECIAL,EITA BAGACEIRA,1ª ETAPA,TEMÁTICA,29.6
2025,GRUPO ESPECIAL,MALA VÉIA,1ª ETAPA,TEMÁTICA,29.8
2025,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,1ª ETAPA,TEMÁTICA,29.6
2025,GRUPO ESPECIAL,ESPALHA BRASA,1ª ETAPA,TEMÁTICA,29.7
2025,GRUPO ESPECIAL,TICO TICO NO FUBÁ,1ª ETAPA,TEMÁTICA,29.5
2025,GRUPO ESPECIAL,COISAS DA ROÇA,1ª ETAPA,TEMÁTICA,29.300000000000004
2022,GRUPO DE ACESSO,ELITE DO CERRADO,2ª ETAPA,COREOGRAFIA,29.500000000000004
2022,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,COREOGRAFIA,29.299999999999997
2022,GRUPO DE ACESSO,EITA BAGACEIRA,2ª ETAPA,COREOGRAFIA,28.9
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,2ª ETAPA,COREOGRAFIA,29.2
2022,GRUPO DE ACESSO,PINGA EM MIM,2ª ETAPA,COREOGRAFIA,28.699999999999992
2022,GRUPO DE ACESSO,COISAS DA ROÇA,2ª ETAPA,COREOGRAFIA,28.499999999999996
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,COREOGRAFIA,29.100000000000005
2022,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,COREOGRAFIA,28.099999999999998
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,COREOGRAFIA,28.0
2022,GRUPO DE ACESSO,SACA ROLHA,2ª ETAPA,COREOGRAFIA,28.8
2022,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,COREOGRAFIA,27.600000000000005
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,2ª ETAPA,COREOGRAFIA,27.299999999999997
2022,GRUPO DE ACESSO,ELITE DO CERRADO,2ª ETAPA,MARCAÇÃO,29.8
2022,GRUPO DE ACESSO,COISAS DA ROÇA,2ª ETAPA,MARCAÇÃO,29.799999999999997
2022,GRUPO DE ACESSO,EITA BAGACEIRA,2ª ETAPA,MARCAÇÃO,29.799999999999997
2022,GRUPO DE ACESSO,PINGA EM MIM,2ª ETAPA,MARCAÇÃO,29.1
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,2ª ETAPA,MARCAÇÃO,29.599999999999994
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,MARCAÇÃO,29.1
2022,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,MARCAÇÃO,28.4
2022,GRUPO DE ACESSO,SACA ROLHA,2ª ETAPA,MARCAÇÃO,29.0
2022,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,MARCAÇÃO,28.799999999999997
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,MARCAÇÃO,28.799999999999997
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,2ª ETAPA,MARCAÇÃO,28.5
2022,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,MARCAÇÃO,28.499999999999996
2022,GRUPO DE ACESSO,ELITE DO CERRADO,2ª ETAPA,ANIMAÇÃO,29.799999999999997
2022,GRUPO DE ACESSO,EITA BAGACEIRA,2ª ETAPA,ANIMAÇÃO,30.0
2022,GRUPO DE ACESSO,PINGA EM MIM,2ª ETAPA,ANIMAÇÃO,29.6
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,2ª ETAPA,ANIMAÇÃO,29.900000000000002
2022,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,ANIMAÇÃO,29.200000000000003
2022,GRUPO DE ACESSO,COISAS DA ROÇA,2ª ETAPA,ANIMAÇÃO,28.899999999999995
2022,GRUPO DE ACESSO,SACA ROLHA,2ª ETAPA,ANIMAÇÃO,29.499999999999996
2022,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,ANIMAÇÃO,28.9
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,ANIMAÇÃO,28.700000000000003
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,ANIMAÇÃO,28.099999999999998
2022,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,ANIMAÇÃO,28.299999999999997
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,2ª ETAPA,ANIMAÇÃO,27.600000000000005
2022,GRUPO DE ACESSO,ELITE DO CERRADO,2ª ETAPA,FIGURINO,30.0
2022,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,FIGURINO,29.799999999999994
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,FIGURINO,29.8
2022,GRUPO DE ACESSO,PINGA EM MIM,2ª ETAPA,FIGURINO,29.700000000000006
2022,GRUPO DE ACESSO,COISAS DA ROÇA,2ª ETAPA,FIGURINO,29.6
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,2ª ETAPA,FIGURINO,29.099999999999994
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,FIGURINO,29.5
2022,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,FIGURINO,29.099999999999994
2022,GRUPO DE ACESSO,SACA ROLHA,2ª ETAPA,FIGURINO,29.400000000000006
2022,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,FIGURINO,29.300000000000004
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,2ª ETAPA,FIGURINO,30.0
2022,GRUPO DE ACESSO,ELITE DO CERRADO,2ª ETAPA,CASAL DE NOIVOS,29.899999999999995
2022,GRUPO DE ACESSO,EITA BAGACEIRA,2ª ETAPA,CASAL DE NOIVOS,29.8
2022,GRUPO DE ACESSO,PINGA EM MIM,2ª ETAPA,CASAL DE NOIVOS,29.6
2022,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,CASAL DE NOIVOS,29.099999999999994
2022,GRUPO DE ACESSO,COISAS DA ROÇA,2ª ETAPA,CASAL DE NOIVOS,29.199999999999996
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,2ª ETAPA,CASAL DE NOIVOS,29.7
2022,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,CASAL DE NOIVOS,28.999999999999993
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,CASAL DE NOIVOS,29.499999999999996
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,CASAL DE NOIVOS,28.699999999999996
2022,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,CASAL DE NOIVOS,27.9
2022,GRUPO DE ACESSO,SACA ROLHA,2ª ETAPA,CASAL DE NOIVOS,28.8
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,2ª ETAPA,CASAL DE NOIVOS,28.900000000000006
2022,GRUPO DE ACESSO,ELITE DO CERRADO,2ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,EITA BAGACEIRA,2ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,COISAS DA ROÇA,2ª ETAPA,TRILHA,29.9
2022,GRUPO DE ACESSO,PINGA EM MIM,2ª ETAPA,TRILHA,29.999999999999996
2022,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,TRILHA,29.900000000000002
2022,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,TRILHA,29.9
2022,GRUPO DE ACESSO,AQUARELA NORDESTINA,2ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,TRILHA,29.799999999999997
2022,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,SACA ROLHA,2ª ETAPA,TRILHA,30.0
2022,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,TRILHA,29.600000000000005
2022,GRUPO DE ACESSO,FLOR DO MAMULENGO,2ª ETAPA,TRILHA,30.0
2023,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,COREOGRAFIA,49.3
2023,GRUPO DE ACESSO,CAIPIRADA,2ª ETAPA,COREOGRAFIA,49.5
2023,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,COREOGRAFIA,48.400000000000006
2023,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,COREOGRAFIA,48.599999999999994
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,COREOGRAFIA,48.7
2023,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,COREOGRAFIA,49.2
2023,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,MARCAÇÃO,49.5
2023,GRUPO DE ACESSO,CAIPIRADA,2ª ETAPA,MARCAÇÃO,49.5
2023,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,MARCAÇÃO,49.6
2023,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,MARCAÇÃO,48.39999999999999
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,MARCAÇÃO,48.400000000000006
2023,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,MARCAÇÃO,48.49999999999999
2023,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,ANIMAÇÃO,49.5
2023,GRUPO DE ACESSO,CAIPIRADA,2ª ETAPA,ANIMAÇÃO,49.400000000000006
2023,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,ANIMAÇÃO,48.900000000000006
2023,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,ANIMAÇÃO,48.2
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,ANIMAÇÃO,48.7
2023,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,ANIMAÇÃO,49.7
2023,GRUPO DE ACESSO,CAIPIRADA,2ª ETAPA,FIGURINO,50.0
2023,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,FIGURINO,49.9
2023,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,FIGURINO,49.4
2023,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,FIGURINO,49.599999999999994
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,FIGURINO,49.6
2023,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,FIGURINO,49.599999999999994
2023,GRUPO DE ACESSO,MALA VÉIA,2ª ETAPA,CASAL DE NOIVOS,49.9
2023,GRUPO DE ACESSO,CAIPIRADA,2ª ETAPA,CASAL DE NOIVOS,49.6
2023,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,CASAL DE NOIVOS,49.599999999999994
2023,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,CASAL DE NOIVOS,49.0
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,CASAL DE NOIVOS,48.599999999999994
2023,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,CASAL DE NOIVOS,49.2
2023,GRUPO DE ACESSO,CAIPIRADA,2ª ETAPA,TRILHA,49.9
2023,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,TRILHA,49.9
2023,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,TRILHA,49.400000000000006
2023,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,TRILHA,49.400000000000006
2023,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,TRILHA,49.6
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,COREOGRAFIA,49.3
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,COREOGRAFIA,48.6
2024,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,COREOGRAFIA,48.6
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,COREOGRAFIA,48.5
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,COREOGRAFIA,47.89999999999999
2024,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,COREOGRAFIA,49.0
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,MARCAÇÃO,49.7
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,MARCAÇÃO,49.300000000000004
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,MARCAÇÃO,49.5
2024,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,MARCAÇÃO,49.3
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,MARCAÇÃO,49.1
2024,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,MARCAÇÃO,49.0
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,ANIMAÇÃO,49.400000000000006
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,ANIMAÇÃO,49.2
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,ANIMAÇÃO,48.9
2024,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,ANIMAÇÃO,49.2
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,ANIMAÇÃO,48.5
2024,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,ANIMAÇÃO,49.5
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,FIGURINO,50.0
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,FIGURINO,49.300000000000004
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,FIGURINO,49.099999999999994
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,FIGURINO,49.400000000000006
2024,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,FIGURINO,49.599999999999994
2024,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,FIGURINO,49.6
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,CASAL DE NOIVOS,49.4
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,CASAL DE NOIVOS,49.5
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,CASAL DE NOIVOS,49.0
2024,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,CASAL DE NOIVOS,49.3
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,CASAL DE NOIVOS,48.4
2024,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,CASAL DE NOIVOS,49.10000000000001
2024,GRUPO DE ACESSO,VAI MAS NÃO VAI,2ª ETAPA,TRILHA,50.0
2024,GRUPO DE ACESSO,TICO TICO NO FUBÁ,2ª ETAPA,TRILHA,49.5
2024,GRUPO DE ACESSO,ESPALHA BRASA,2ª ETAPA,TRILHA,49.7
2024,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,TRILHA,49.9
2024,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,TRILHA,49.8
2024,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,TRILHA,49.8
2025,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,COREOGRAFIA,29.899999999999995
2025,GRUPO DE ACESSO,JUNINA MATULÃO,2ª ETAPA,COREOGRAFIA,29.599999999999994
2025,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,COREOGRAFIA,29.200000000000003
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,COREOGRAFIA,29.8
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,COREOGRAFIA,29.600000000000005
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,2ª ETAPA,COREOGRAFIA,29.700000000000003
2025,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,COREOGRAFIA,29.3
2025,GRUPO DE ACESSO,SOL DE MARIA,2ª ETAPA,COREOGRAFIA,29.20000000000001
2025,GRUPO DE ACESSO,TENGO LENGO,2ª ETAPA,COREOGRAFIA,29.299999999999997
2025,GRUPO DE ACESSO,JUNINA MATULÃO,2ª ETAPA,MARCAÇÃO,29.900000000000002
2025,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,MARCAÇÃO,29.799999999999997
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,MARCAÇÃO,29.9
2025,GRUPO DE ACESSO,MATULÃO,2ª ETAPA,MARCAÇÃO,29.600000000000005
2025,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,MARCAÇÃO,29.8
2025,GRUPO DE ACESSO,SOL DE MARIA,2ª ETAPA,MARCAÇÃO,29.8
2025,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,MARCAÇÃO,29.200000000000003
2025,GRUPO DE ACESSO,TENGO LENGO,2ª ETAPA,MARCAÇÃO,29.4
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,2ª ETAPA,MARCAÇÃO,29.300000000000004
2025,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,ANIMAÇÃO,29.999999999999996
2025,GRUPO DE ACESSO,JUNINA MATULÃO,2ª ETAPA,ANIMAÇÃO,29.7
2025,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,ANIMAÇÃO,29.399999999999995
2025,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,ANIMAÇÃO,29.7
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,2ª ETAPA,ANIMAÇÃO,29.599999999999998
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,ANIMAÇÃO,29.5
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,ANIMAÇÃO,29.5
2025,GRUPO DE ACESSO,SOL DE MARIA,2ª ETAPA,ANIMAÇÃO,29.300000000000004
2025,GRUPO DE ACESSO,TENGO LENGO,2ª ETAPA,ANIMAÇÃO,29.199999999999996
2025,GRUPO DE ACESSO,JUNINA MATULÃO,2ª ETAPA,FIGURINO,29.999999999999996
2025,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,FIGURINO,30.000000000000004
2025,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,FIGURINO,30.0
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,FIGURINO,29.8
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,FIGURINO,29.9
2025,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,FIGURINO,30.0
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,2ª ETAPA,FIGURINO,29.8
2025,GRUPO DE ACESSO,SOL DE MARIA,2ª ETAPA,FIGURINO,29.8
2025,GRUPO DE ACESSO,TENGO LENGO,2ª ETAPA,FIGURINO,29.600000000000005
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,CASAL DE NOIVOS,30.0
2025,GRUPO DE ACESSO,JUNINA MATULÃO,2ª ETAPA,CASAL DE NOIVOS,29.600000000000005
2025,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,CASAL DE NOIVOS,29.799999999999994
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,2ª ETAPA,CASAL DE NOIVOS,29.6
2025,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,CASAL DE NOIVOS,29.4
2025,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,CASAL DE NOIVOS,29.500000000000004
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,CASAL DE NOIVOS,29.699999999999996
2025,GRUPO DE ACESSO,TENGO LENGO,2ª ETAPA,CASAL DE NOIVOS,29.39999999999999
2025,GRUPO DE ACESSO,SOL DE MARIA,2ª ETAPA,CASAL DE NOIVOS,29.3
2025,GRUPO DE ACESSO,JUNINA MATULÃO,2ª ETAPA,TRILHA,30.0
2025,GRUPO DE ACESSO,XIQUE XIQUE,2ª ETAPA,TRILHA,29.899999999999995
2025,GRUPO DE ACESSO,CHINELO DE COURO,2ª ETAPA,TRILHA,30.0
2025,GRUPO DE ACESSO,MATINGUEIROS DO SERTÃO,2ª ETAPA,TRILHA,29.900000000000002
2025,GRUPO DE ACESSO,FORNALHA,2ª ETAPA,TRILHA,29.7
2025,GRUPO DE ACESSO,SOL DE MARIA,2ª ETAPA,TRILHA,29.999999999999996
2025,GRUPO DE ACESSO,XÉM NHEM NHÉM,2ª ETAPA,TRILHA,29.900000000000002
2025,GRUPO DE ACESSO,TENGO LENGO,2ª ETAPA,TRILHA,29.7
2025,GRUPO DE ACESSO,OS CABOCLOS DO SERTÃO,2ª ETAPA,TRILHA,29.900000000000002
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,2ª ETAPA,COREOGRAFIA,30.0
2022,GRUPO ESPECIAL,SI BOBIÁ A GENTE PIMBA,2ª ETAPA,COREOGRAFIA,29.9
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,2ª ETAPA,COREOGRAFIA,29.999999999999996
2022,GRUPO ESPECIAL,SABUGO DE MILHO,2ª ETAPA,COREOGRAFIA,29.899999999999995
2022,GRUPO ESPECIAL,ARROXA O NÓ,2ª ETAPA,COREOGRAFIA,30.0
2022,GRUPO ESPECIAL,RIBULIÇO,2ª ETAPA,COREOGRAFIA,29.799999999999997
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,COREOGRAFIA,29.599999999999994
2022,GRUPO ESPECIAL,AMOR JUNINO,2ª ETAPA,COREOGRAFIA,29.299999999999997
2022,GRUPO ESPECIAL,RASGA O FOLE,2ª ETAPA,COREOGRAFIA,29.599999999999998
2022,GRUPO ESPECIAL,SANFONA LASCADA,2ª ETAPA,COREOGRAFIA,29.4
2022,GRUPO ESPECIAL,XAMEGAR,2ª ETAPA,COREOGRAFIA,29.40000000000001
2022,GRUPO ESPECIAL,XÉM NHEM NHÉM,2ª ETAPA,COREOGRAFIA,28.9
2022,GRUPO ESPECIAL,PULA FOGUEIRA,2ª ETAPA,COREOGRAFIA,29.000000000000004
2022,GRUPO ESPECIAL,XIQUE XIQUE,2ª ETAPA,COREOGRAFIA,28.500000000000004
2022,GRUPO ESPECIAL,PAIXÃO CANGAÇO,2ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,FORMIGA DA ROÇA,2ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,ARROXA O NÓ,2ª ETAPA,MARCAÇÃO,30.0
2022,GRUPO ESPECIAL,RIBULIÇO,2ª ETAPA,MARCAÇÃO,29.8
2022,GRUPO ESPECIAL,ARRAIÁ DOS MATUTOS,2ª ETAPA,MARCAÇÃO,29.599999999999998
2022,GRUPO ESPECIAL,RASGA O FOLE,2ª ETAPA,MARCAÇÃO,29.8
2022,GRUPO ESPECIAL,XAMEGAR,2ª ETAPA,MARCAÇÃO,29.6
2022,GRUPO ESPECIAL,AMOR JUNINO,2ª ETAPA,MARCAÇÃO,29.6
2022,GRUPO ESPECIAL,SABUGO DE MILHO,2ª ETAPA,MARCAÇÃO,29.3
